序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
969,03zf9a9747SiV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
970,03ZfkWXNisXrd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
971,03ZGgcxPC4QRB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
972,03ZgRfXmBLBUS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
973,03zH4hR6S8EbD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
974,03zHfYMUs6cM5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
975,03ZHztMR7LbL9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
976,03zkB3sFi2i2Z,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
977,03zkTDQwvtXfj,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
978,03ZmnpPTQkcBm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
979,03zmzuakhOJCw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
980,03zn9fExjvABq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
981,03ZQgJ863WS7b,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
982,03ZrLGKXtYKaC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
983,03ZSH2BtQ3tVm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
984,03zSP5tgFbKVj,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
985,03zsxRh3XOSWv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
986,03Zt5CEx3WYqN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
987,03ZvvCjUOJUmZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
988,03zwHOuiQjRau,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
989,03zwvxAaE3g2h,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
990,03ZWyP8QXEDLf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
991,03zxLuNaFrgxU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
992,03zXmOTUmdgNC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
993,03ZXuuYTQLmfP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
994,03Zy3FzjT8kXO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
995,03ZYm9RhjF7RZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
996,03ZZFUnUDrWGE,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
997,03zZHvOvQwRfp,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
998,03zzQmhxtqYbU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
